input_folder,embedding,model,experiment,fold,metric,value,model_class,summary_path
results/sciplex3_cv/max100,lpm,linear,linear_l1000,3,cosine_rank_logfc,0.4612,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,3,r2_score_scores,-0.05305,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,3,top_k_recall_scores,0.0,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,3,mmd_pca,2.987,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,linear,linear_l1000,3,mmd_rank_pca,0.437,LinearAdditive,results/sciplex3_cv/max100/linear_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,0,rmse_average,0.02519,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,0,rmse_rank_average,0.3575,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,0,cosine_pca_average,0.8987,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,0,cosine_rank_pca_average,0.3564,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,0,cosine_logfc,0.289,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,0,cosine_rank_logfc,0.363,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,0,r2_score_scores,-0.1814,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,0,top_k_recall_scores,0.0,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,0,mmd_pca,2.06,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,0,mmd_rank_pca,0.3571,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,1,rmse_average,0.02437,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,1,rmse_rank_average,0.3552,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,1,cosine_pca_average,0.911,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,1,cosine_rank_pca_average,0.349,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,1,cosine_logfc,0.2947,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,1,cosine_rank_logfc,0.356,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,1,r2_score_scores,-0.1828,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,1,top_k_recall_scores,0.0,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,1,mmd_pca,2.025,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,1,mmd_rank_pca,0.3506,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,2,rmse_average,0.0231,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,2,rmse_rank_average,0.3978,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,2,cosine_pca_average,0.9236,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,2,cosine_rank_pca_average,0.397,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,2,cosine_logfc,0.32,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,2,cosine_rank_logfc,0.3461,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,2,r2_score_scores,-0.1877,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,2,top_k_recall_scores,0.0001587,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,2,mmd_pca,1.983,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,2,mmd_rank_pca,0.3933,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,3,rmse_average,0.02312,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,3,rmse_rank_average,0.3148,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,3,cosine_pca_average,0.924,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,3,cosine_rank_pca_average,0.2722,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,3,cosine_logfc,0.346,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,3,cosine_rank_logfc,0.303,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,3,r2_score_scores,-0.1839,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,3,top_k_recall_scores,0.0,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,3,mmd_pca,2.004,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,latent,latent_l1000,3,mmd_rank_pca,0.2697,LatentAdditive,results/sciplex3_cv/max100/latent_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,0,rmse_average,0.0271,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,0,rmse_rank_average,0.3678,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,0,cosine_pca_average,0.8834,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,0,cosine_rank_pca_average,0.3742,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,0,cosine_logfc,0.2321,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,0,cosine_rank_logfc,0.3573,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,0,r2_score_scores,-0.06456,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,0,top_k_recall_scores,0.0,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,0,mmd_pca,2.177,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,0,mmd_rank_pca,0.3659,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,1,rmse_average,0.02668,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,1,rmse_rank_average,0.398,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,1,cosine_pca_average,0.8994,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,1,cosine_rank_pca_average,0.3906,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,1,cosine_logfc,0.2413,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,1,cosine_rank_logfc,0.3846,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,1,r2_score_scores,-0.06487,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,1,top_k_recall_scores,0.0,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,1,mmd_pca,2.141,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,1,mmd_rank_pca,0.3976,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,2,rmse_average,0.02658,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,2,rmse_rank_average,0.4266,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,2,cosine_pca_average,0.8917,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,2,cosine_rank_pca_average,0.4266,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,2,cosine_logfc,0.2183,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,2,cosine_rank_logfc,0.3697,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,2,r2_score_scores,-0.06572,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,2,top_k_recall_scores,0.0,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,2,mmd_pca,2.151,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,2,mmd_rank_pca,0.428,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,3,rmse_average,0.02512,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,3,rmse_rank_average,0.3181,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,3,cosine_pca_average,0.9107,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,3,cosine_rank_pca_average,0.2864,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,3,cosine_logfc,0.2789,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,3,cosine_rank_logfc,0.2882,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,3,r2_score_scores,-0.0634,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,3,top_k_recall_scores,0.0,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,3,mmd_pca,2.113,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,decoder,decoder_l1000,3,mmd_rank_pca,0.2858,DecoderOnly,results/sciplex3_cv/max100/decoder_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,0,rmse_average,0.02394,CPA,results/sciplex3_cv/max100/cpa_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,0,rmse_rank_average,0.3796,CPA,results/sciplex3_cv/max100/cpa_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,0,cosine_pca_average,0.9056,CPA,results/sciplex3_cv/max100/cpa_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,0,cosine_rank_pca_average,0.3794,CPA,results/sciplex3_cv/max100/cpa_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,0,cosine_logfc,0.2907,CPA,results/sciplex3_cv/max100/cpa_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,0,cosine_rank_logfc,0.3846,CPA,results/sciplex3_cv/max100/cpa_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,0,r2_score_scores,-0.001406,CPA,results/sciplex3_cv/max100/cpa_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,0,top_k_recall_scores,0.00127,CPA,results/sciplex3_cv/max100/cpa_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,0,mmd_pca,2.047,CPA,results/sciplex3_cv/max100/cpa_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,0,mmd_rank_pca,0.3883,CPA,results/sciplex3_cv/max100/cpa_l1000/fold0/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,1,rmse_average,0.02384,CPA,results/sciplex3_cv/max100/cpa_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,1,rmse_rank_average,0.4088,CPA,results/sciplex3_cv/max100/cpa_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,1,cosine_pca_average,0.9088,CPA,results/sciplex3_cv/max100/cpa_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,1,cosine_rank_pca_average,0.3984,CPA,results/sciplex3_cv/max100/cpa_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,1,cosine_logfc,0.2814,CPA,results/sciplex3_cv/max100/cpa_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,1,cosine_rank_logfc,0.4044,CPA,results/sciplex3_cv/max100/cpa_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,1,r2_score_scores,-0.001347,CPA,results/sciplex3_cv/max100/cpa_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,1,top_k_recall_scores,0.002222,CPA,results/sciplex3_cv/max100/cpa_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,1,mmd_pca,2.048,CPA,results/sciplex3_cv/max100/cpa_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,1,mmd_rank_pca,0.4046,CPA,results/sciplex3_cv/max100/cpa_l1000/fold1/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,2,rmse_average,0.02305,CPA,results/sciplex3_cv/max100/cpa_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,2,rmse_rank_average,0.4307,CPA,results/sciplex3_cv/max100/cpa_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,2,cosine_pca_average,0.9179,CPA,results/sciplex3_cv/max100/cpa_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,2,cosine_rank_pca_average,0.4466,CPA,results/sciplex3_cv/max100/cpa_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,2,cosine_logfc,0.2662,CPA,results/sciplex3_cv/max100/cpa_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,2,cosine_rank_logfc,0.4392,CPA,results/sciplex3_cv/max100/cpa_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,2,r2_score_scores,-0.002772,CPA,results/sciplex3_cv/max100/cpa_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,2,top_k_recall_scores,0.0006349,CPA,results/sciplex3_cv/max100/cpa_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,2,mmd_pca,2.011,CPA,results/sciplex3_cv/max100/cpa_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,2,mmd_rank_pca,0.4326,CPA,results/sciplex3_cv/max100/cpa_l1000/fold2/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,3,rmse_average,0.02219,CPA,results/sciplex3_cv/max100/cpa_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,3,rmse_rank_average,0.3421,CPA,results/sciplex3_cv/max100/cpa_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,3,cosine_pca_average,0.9264,CPA,results/sciplex3_cv/max100/cpa_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,3,cosine_rank_pca_average,0.2933,CPA,results/sciplex3_cv/max100/cpa_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,3,cosine_logfc,0.3335,CPA,results/sciplex3_cv/max100/cpa_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,3,cosine_rank_logfc,0.36,CPA,results/sciplex3_cv/max100/cpa_l1000/fold3/evaluation/summary.csv
results/sciplex3_cv/max100,lpm,cpa,cpa_l1000,3,r2_score_scores,-0.001637,CPA,results/sciplex3_cv/max100/cpa_l1000/fold3/evaluation/summary.csv
